gene1,gene2,gene3,gene4,gene5,proteinA,adenocarcinoma
-5.949721500138682,,-0.8930988455173914,83.35265267643494,831.3839692013361,absent,0
-6.630346961357992,672.5467274873603,1.208748404878417,47.672412610305976,-218.3084731420857,absent,1
-9.585141548148677,797.3948622858162,1.451730438326949,-292.63519246416405,-418.66303733600785,absent,1
-13.212555449608269,1714.3578088863446,0.9012034625396199,201.9183458133126,1068.49080359587,absent,1
-12.120572263395335,1589.1773519946537,0.1372240332665775,-490.6648867711537,1419.9889093322906,present,1
-6.479226137886367,1663.9086693339655,0.4428709246882433,-593.5154343479618,1843.085160615475,present,1
-11.16756949756587,2034.7053727704513,0.2742228394744097,223.7610011612259,2134.2645322380813,absent,1
-2.5125138415269843,506.9906170546632,-1.3990749107902525,-598.5811911652853,1434.7834881719668,present,1
-7.048872628270727,1818.8761827578148,0.2895394278001844,-55.22436702968501,2134.3017108411173,absent,1
-10.88990702839667,,-0.03508029853380856,-201.9059673633026,2943.796954539299,present,0
-12.445671266441787,1875.0836780871111,1.1539090659247933,266.44724048485864,1240.7912031025135,absent,1
-4.562096454287604,1418.8973982749665,0.5206241117856567,266.02156908409785,1569.0412032540296,absent,1
-16.1284915398716,2174.4319493528205,0.9106551144793952,314.7625103066695,1548.8781632865396,present,0
-10.13194984601135,1163.4169943635927,0.7896311191853189,89.61900195500331,517.8590279163618,present,1
-11.24318254851023,2136.14775157897,0.8361291651949807,-522.6080477529894,1953.5076787919068,absent,1
-8.119461536676832,1717.8994880943021,0.7490478585938358,580.2637690007942,-48010.26249197174,present,1
-8.755660382110571,1308.4929105849878,0.19684092433944125,162.02314406091054,1224.4920223486115,absent,1
-1.7916843657771775,596.73898655442,1.1305899567007542,-93.87393681675171,124.32270884702636,absent,1
-14.248190548013964,419.11531254469736,-0.8269910481534009,129.99721649734187,-61.16605345426529,present,0
-4.701374157463787,758.3818888704901,-0.5173843977294492,-270.3026178784032,1120.4462995107942,absent,0
-8.676287679120026,1560.2592694671207,0.4758866538794319,-212.37802383075856,1467.6533698174476,absent,1
-12.847957780584595,1289.8691860881295,1.2497160876084326,272.86679307263455,210.51926135834742,absent,1
-9.352868843493287,1295.4079472776448,0.6701036482542422,4.7302208983730525,868.2959284173908,present,1
-10.038373518530374,1451.8473860184872,0.37982833672938815,-21.858942244111038,1233.9761167239458,absent,0
-11.366782268529098,,0.6327922710318787,-121.41573959587522,1315.7548263842764,absent,1
-1.896356804200125,1711.1449751947712,0.30065330624859143,125.72476035639731,2399.3073174877773,absent,0
-6.086731949529525,850.4454308774208,0.8814582294641512,107.1630994382175,309.9656356798307,present,1
-14.374324139040153,2037.8813207516268,0.5194383113264551,359.1750482322492,1715.7916341325504,absent,1
-9.768578087143537,1058.4852877097112,2.2438230986612377,-221.70543294258118,-490.7848929588117,absent,1
-9.859804791352383,626.0633401243975,-0.7242406625173218,-149.81758782565814,587.4579190630975,absent,0
-15.071148747302644,2486.378327196863,0.34592469797899605,220.6351256724542,2478.6884940668288,absent,1
-13.691749897471647,-238.03371934036025,-2.952586565582428,228.17036046710646,207.63079480464341,absent,0
-15.669991700780553,1661.284292760296,1.747448446963844,245.62682884608586,264.1601621420846,present,1
-3.338013143798102,799.3646307461147,1.1947757196319424,-203.83653427215324,-48749.84819397576,absent,1
-10.473854093785667,,1.0138503890995036,357.71718418039023,1536.2810076345306,present,1
-9.192468066249116,1238.5323059045286,1.6230048569339712,397.5822796450877,219.70180293157293,present,1
-10.736708568505527,0.5533298701617784,-1.7948544985224633,442.82230936809634,150.91067863089458,present,0
-6.845144726048608,678.4830889592847,-1.2082758809687415,-608.8080751869877,1221.6573013574216,absent,0
-4.8767455628424425,1286.9089777342094,0.2598918992278392,35.57149134819289,1486.623114741836,absent,1
-10.788155219335664,1283.8758911970895,0.5805669127740822,57.83077529346821,779.7016057255507,absent,0
0.05729987510056377,568.018888358662,-1.1331617326491363,306.11030926264704,1594.8338318935714,absent,0
-3.1858222250051536,501.4755964260044,-1.1078417638292763,252.0399627494559,1193.2838076543178,absent,0
-11.033670089629721,241.4121050640157,-1.6807670174674112,-42.80362034804588,443.0203892081968,absent,0
-2.2864717149225533,,-1.4780263128804747,35.850383724438814,1830.484759473634,absent,0
-7.095043174412925,1581.6500100509452,0.700508668997852,-64.90750074565386,1503.657948332795,present,1
-14.098125941601102,1737.8049917293588,2.1225025242002906,-452.75342939452963,297.55128018952695,absent,1
-1.6783443836920895,666.7235072010211,1.0780708184007013,19.913556440765387,277.7724408365766,absent,1
-7.343274547448431,,-0.608668747480096,-216.7620536426617,2583.118917916336,present,1
-2.1337024402229634,735.0613838912152,-0.6694202437580794,135.0664058992123,1395.649467541562,present,0
-5.477630555111348,785.7403953313451,0.44229976554027706,298.23156136870017,522.0391969381296,present,1
-4.2581771650097995,1141.032719563949,0.35054584457866794,185.18162571066966,1251.7740707673954,absent,1
-8.944454960942085,804.1674554791227,-0.4328192228066469,0.3314805315676401,777.2114587823953,present,0
-1.7208962201993239,642.7145625915155,0.6123786843409933,283.4588619155471,514.7908019267057,absent,1
-2.4971520155215043,742.3231332316258,0.3708790366800451,-248.19396818395444,752.2998421002342,present,1
-9.398137835539355,983.7886106484098,0.3655332573210424,-98.75521050069106,547.4287096397883,present,1
-8.442507277456881,1465.859282742262,0.10794965054673933,-82.9361885513725,1557.0585075556369,present,1
-5.798535607241282,235.02813299200184,1.6854945228047589,173.9422226826585,-1133.748321930929,absent,1
-17.24522478525502,1790.1813397290491,1.2544321356779158,-205.15756730543822,630.4953879428367,absent,1
-8.644141147866854,1631.373750948296,0.7939223158981583,544.6157345962598,1393.7694146588708,absent,1
-9.443008133808089,1603.6218301059341,-0.4896620717104891,44.11425510003957,2049.876099096145,absent,1
-7.265487723293897,,0.3652815062404892,297.45828337543526,1081.2502592151545,absent,1
-9.923580544040943,2663.281444273521,-0.6895169527345526,147.30938001870953,3826.953667525544,absent,1
-20.48408452153236,1192.0621934026206,1.3157690344650823,-399.6635013778109,-644.4344041401661,absent,0
-3.1442528873679763,1204.5710624600515,-0.045158612058579406,146.7501186993416,1686.9187503430333,present,0
-6.320038597114415,485.6449721186322,-1.5478821116908084,-209.9804037874033,1161.3997179080327,absent,0
-12.632174055051385,1604.627982920044,1.4152968199769722,456.47403537304206,634.4474701910865,present,1
-13.63283585478271,1252.6986293855964,1.8860423679445848,27.32867611746078,-298.2275102452816,present,1
-6.37145172235784,-18700.0,-0.073216210171968,-283.398261698681,2276.250043028289,absent,1
-7.632502601716716,250.3315179021776,1.1634115006254269,-189.48783988103688,-954.4011251485184,absent,0
-6.3956546488580175,1088.5406391482404,0.3240524330230513,-66.85928390498353,999.1649380328577,present,1
-4.977187610579035,1098.0805088851494,0.8957650447093293,268.9109542647195,794.0570045469984,absent,1
-7.980482716755189,1368.4638782914576,0.7597228064200461,242.7650630675418,1050.043476500578,absent,1
-9.724812432511856,511.6783930625618,2.2014711909029043,-200.3647759791121,-1338.1931784249862,absent,1
-6.280690059777353,274.08848970445,1.2001774402843246,-304.0853348338415,-821.7730050226164,present,1
-10.936012866479194,2257.625479499601,0.714456462660473,122.12079509497956,2247.6779986909346,present,1
-10.277875136254112,,1.026734087862688,598.3272560320095,-47094.448169018564,absent,1
-7.586482038258632,807.5314032282747,1.3272356933182186,-106.72263002643732,-155.40968498855824,present,1
1.0348883325522462,,-0.6070433914384612,-99.77435673630579,2237.205026280512,present,0
-8.356497847343737,2243.9522616136937,0.1169676807108122,-281.2378896870293,2806.411052008089,absent,1
-3.416817364078232,,-0.5203537312089705,-232.82957645888402,2899.0681651470104,present,1
-14.6065160790565,163.28875127038108,-1.8554636219179401,-212.29908460939617,114.37752267920507,present,0
-12.612533219712846,399.01033415333563,-0.7280286266363312,-24.660512939365486,-11.658198895829642,present,0
-8.090358068545163,445.0209648267252,-0.16239499672849056,675.2421700053536,113.01716002346664,absent,0
-6.617080940280562,1276.251605236398,0.7095764312558643,-123.08434484641823,1049.866537484256,present,1
-6.5252193256356765,716.4805942201941,1.493782399674961,-299.0676758538492,-309.6867911840023,present,1
-12.906763943554699,1225.9534058561646,2.043387534206695,-63.741533758726064,-372.80969333625984,absent,1
-6.324376289280669,876.739769888162,0.8658710844601316,112.04218288992485,340.9665027260254,present,1
-10.9008054574734,1166.7988901964584,1.0864536316475395,-118.67563159470606,279.0307189598321,absent,1
-9.170260182254935,-131.79719195384536,-1.4861232883829931,-342.5176640261804,-111.24185683443145,present,0
-7.378662853740206,,0.4417557122813768,81.78500142688642,1583.1931250938767,absent,1
-11.758069559734626,1136.481345254968,2.0385730164957536,-312.8438892326833,-414.2867680831772,absent,1
-16.96184798747083,290.3064376556211,-0.8752347836481764,-288.3341047977028,-472.7692555109128,present,0
-8.007278210175334,619.3869090746799,1.2812656977281904,444.98180685437217,-465.75172087066977,present,1
-7.637133116816168,875.0660233393507,1.0213184971037568,471.89660780579584,131.87835678848404,present,1
-5.049117253201781,,0.3768144854426596,231.1018433275264,1924.9306453221807,absent,1
-11.848133246580607,2188.1578647277192,-0.19874074199532368,-33.73236005743228,2605.101752448675,present,1
-12.342716025379147,314.1915883762556,-1.2759506407743455,-97.36729172086687,204.112950322878,present,0
-12.295580671572091,,0.10063603364650507,-39.84844111786156,1447.9268314576645,absent,1
4.2259834117967765,460.77052126065513,-1.4782324224216152,262.7130164939185,1989.2925887079723,absent,0
-10.1855312246479,1585.646247636891,0.021533447826714847,115.67269780891908,1650.5673709080938,absent,1
-5.556215095406247,1340.0351176438858,0.2304994999523714,87.12605958905573,1530.8090129697393,present,1
-11.408226077170115,904.9150248018111,1.113333747101663,-305.9283506663146,-200.66447140199008,absent,1
-7.474251108507698,,1.3618167985656908,115.64790478609623,-666.9452325015383,absent,1
-4.9061724072915895,,-1.9058264828060048,488.32753259777536,1299.1473378787045,present,0
-10.95396790132389,875.8576157509277,0.43243847824774495,-359.828690426861,200.118745107174,present,1
-6.725748243404652,1738.6336823015704,0.6233996287093022,203.9288595260832,1833.389493434823,present,1
-12.396436257126437,1441.5959417439237,1.986869870632764,-109.04350566475945,50.77523518077732,absent,1
-14.83835540901343,1045.5702612169887,1.6000912833776613,-348.0967707332193,-562.8136565891816,absent,1
-6.008205043837602,,1.2870317748401092,-161.6621075914563,-33.285029236365894,present,1
-8.616948390023264,1056.7077548264303,1.4126464294023453,-43.88999953201401,103.96525702175863,absent,1
-9.952528768359148,1209.187004419413,1.3419432711637524,-55.383364207900286,275.60175664323185,absent,1
-6.352158294008628,1617.0561910347076,0.23219445798958915,-171.0778364797871,1905.233647246681,absent,1
-17.181874218727202,2305.718421330415,0.23923498460129045,-367.2070854876297,2071.0005938329928,absent,1
-11.898478782521474,-2.301978669312277,-1.8954436113079718,-435.74501622118487,106.44048830669121,absent,0
-6.3469999904320185,969.1521835395613,1.2176582237115674,-29.85369912356108,276.26759447581594,absent,1
-7.677897285748032,,0.2131119788581317,-25.47726223371568,1846.281131944534,absent,1
-7.6026443908241665,1649.6789727758994,0.3804629235760434,-37.681937666829775,1760.7995013147092,present,1
-8.708304663609884,1035.622092474823,-0.19486777517070564,362.2937793441901,1025.9680823711467,present,0
-6.749845070037932,374.26006376382827,2.47495421201687,-185.8702734836549,-1465.863798047373,present,1
-3.908260941225779,779.1329325969823,0.5074205800437561,-202.0193499244476,607.7553080380553,absent,1
-14.605900024342793,,0.5593518665443649,-255.06811883060826,-186.45300155196475,absent,0
-16.091277330159016,162.51693821919324,-1.0075428012601613,475.7479886291903,-49894.01714371009,present,0
-5.9332042850804685,-26.247987063280874,2.4855222192789403,-4.076802048900658,-2043.8137162316293,absent,1
-8.032043232580348,1152.4311311301965,1.1923541450273258,-618.6416410183945,439.92336397747147,present,1
-7.9574723208297575,1037.3432384148557,-0.13930532116275818,-159.0137484540422,1060.172422469066,absent,1
-13.326258847987768,,-0.1897368214314895,-75.70398272409106,-673.6022705527902,absent,0
-7.3103007865733876,1885.0917158136801,0.0911728478443108,-29.643672990248685,2336.821894608115,absent,1
-14.046392689770483,-15400.0,0.7323246876994433,221.0395473370977,1585.1311683458123,present,0
-11.076062441715083,1233.1960022368728,0.7068611609530266,0.32983444579348303,597.916195816976,present,0
-4.168083547333775,502.8481314043672,1.6847846014174703,476.5670943003122,-563.3719449036847,present,0
-3.465330480732059,359.31600662528086,1.583903643318874,-76.19559533358323,-672.3801653400596,present,0
-7.299475990265102,762.3783855021643,0.885810138801976,442.15565016550994,61.5877793269929,absent,1
-0.7041837429520181,,0.7062510814018221,455.49921918412315,892.1535336425967,present,0
0.2723548670479692,389.2875738917085,1.3947335209333285,447.0867356761679,-188.57862332281528,absent,1
-8.15689337109181,1406.9156596394735,-0.05172397722627031,-47.06620192583454,1582.9219765274665,present,0
-9.767587043370787,1182.5403082027415,0.0755883678330933,138.86893743339598,1007.998147600682,present,0
-11.228686532105025,489.43087900324656,-1.052060363900825,-445.4771738778473,446.89277138906334,present,0
-10.242069992845783,1301.8904468041976,0.9455974328930152,562.6177864549807,636.8454266217476,present,0
-10.679755704098381,2184.7342106844108,0.24782741282270504,154.83613551048262,2432.666261462009,present,1
-1.3007209699618028,862.7996148910727,0.7049447054554243,-93.8125283450914,848.3486787036877,absent,1
-13.014532635849367,2004.2010308149088,0.5316622578929249,-210.91204703250568,1771.74427732515,present,0
-14.444981181031586,305.58333123480753,-1.4370200369430162,289.6106802629678,105.56620694715193,present,0
-16.795233365350622,,0.483124340176344,146.31985065683946,1058.5433127645495,present,1
-4.4400560837254766,1052.4614480289033,0.6970656206076175,1.971946529020958,886.3678706391447,present,1
-12.768409190161323,1093.26021165607,2.149372133791348,-75.99339394918347,-637.1309834966378,present,1
-13.753042604328822,,2.44324690522748,-568.6916430638167,-1269.0296850784214,present,0
-4.924127356692195,1474.7225675750942,0.1196112946624962,283.4332684944033,1867.7123058173431,present,0
-7.877273267621812,1124.2974902869487,0.7104948029481315,-577.692514581018,697.039218618761,present,0
-3.0005676511583337,-13200.0,1.6070091662710793,71.13104050840543,-1061.4076204934956,absent,1
-12.484492423528746,312.71078405516687,-0.2717360385966382,301.5941168256612,-412.50155001807195,present,1
-4.3285219584386745,1533.6295507450138,0.3654799360312233,150.29856892920137,1866.1164867114264,present,0
-15.352697469140393,125.62346487271648,-0.30459569399848324,-551.393239832925,-940.0806707134843,absent,0
-10.567877325719943,1756.6183829246686,1.1974814392711512,-587.2480646486304,1186.7083791891748,absent,1
-3.436591628622472,113.58496906040834,-2.2118657519085074,57.337609052828036,1211.6869078156085,absent,0
-11.694909489935625,1448.901215867178,1.0762892173569891,-531.8360880802335,668.869132037688,present,1
-10.545924015235158,,0.9178934132875244,122.07335089203129,705.0358188302977,present,1
2.1917103382502634,990.7668603025792,-0.7190906900639733,61.31977934396918,2208.3785512552645,present,0
-16.463744337687586,-13.239917781799793,-1.5945770062197802,-422.79814633075625,-485.18245230702627,present,0
-4.848980666376878,475.74621460043335,0.7483782949877065,-597.4315364990243,-104.17784015678244,absent,1
-11.35716805311042,1645.5820704219072,0.6801884638165892,-88.3906352934379,1250.7482695142864,absent,1
-9.492353616698944,,0.1923015133429361,52.46418004447609,2003.8935684484231,absent,1
-11.369524342696064,46.033191233320764,-1.5931220139008726,233.66258944966873,48.30627124371623,absent,1
-2.577996223287112,,-0.12255177290612107,-152.91407764957899,-63333.16416564756,absent,0
-7.460295959261388,1004.259208400103,-0.8904186495100621,308.6193749131855,-56037.99073369666,present,0
-4.8467726769573085,186.544799803046,1.497301351983653,25.674056107452298,-1016.5683247695384,absent,1
-13.597824760278685,492.0360412999423,-0.8560245421905688,383.6063282121341,129.22612130686272,absent,0
-9.806509119154882,576.0154842148892,1.077080917207529,-478.6750986172302,-568.0446683678217,absent,1
-10.464087476793258,119.60326442198836,-1.40556431960484,-168.48643767279864,131.89397453742956,absent,0
-7.013558035285041,791.4944858881938,1.3866245671968795,327.8717482566276,-167.31011349096892,absent,1
-9.122816362540561,,1.5081203598638018,-70.35983069999604,1.820232635556196,present,1
-3.8867613281077165,341.2104995550179,2.0821156431814583,-661.9489682031142,-1036.4217053876641,absent,1
-12.869447761316929,1212.3584771391947,2.1827575173497475,-349.0755420650943,-474.9355775014317,absent,1
-14.633093233867186,2072.964651445794,0.7759071240034521,-613.2125976476981,1595.9660840839526,absent,1
-4.466247290082082,,0.15058636224940225,14.42081810289166,-56629.29379947798,present,0
-10.364111195259884,1269.5633375130944,1.633122120836637,-539.8819296951509,162.3354554541825,absent,1
-4.020567217862793,787.3652504604831,0.5259299668890343,358.32367350653016,600.1705423547475,present,1
-7.034572874749464,951.8230139990656,-1.1623294072492414,-141.74374589350944,1615.9603707843,present,0
-6.712805341704128,828.0468464083012,-0.014434384633822296,-404.588115022584,757.1402810638707,present,0
-12.218519638644125,-17600.0,-0.4375568589387073,148.2888923801681,580.7584185136465,present,0
-5.208765307877027,-49.6984147380593,-1.9211349576934669,-195.4180267177544,622.8042981908492,absent,0
-4.415825239287979,568.13118499806,1.0345361163440467,-221.75047657865028,-90.2689871178062,present,0
-5.66944292433422,774.979973222129,-0.6374902978730659,283.2733605964397,1135.566833753616,absent,0
-8.705239807229107,200.5304306873284,-1.5646064601053196,-146.55561073117468,508.6585435372776,present,0
-12.092678418562743,1858.4728793967677,0.7423791380492678,530.2490926713115,1491.3128486141047,absent,1
-6.009464134031773,1328.5069696871158,0.04238440066512417,243.8231773477393,1586.0114133754353,absent,1
-7.871082249783878,660.8880805146275,1.176223944355193,-61.8497099948691,-324.5051318966001,present,1
-7.0885101084974185,1708.2437407124673,0.2421156358019344,-274.26021766542425,-52285.878306013634,present,1
-7.828931018681541,1106.5896438695584,1.865571992397751,-164.032813340591,-19.632132927229872,absent,1
-5.633000103415397,1180.9547588348296,0.6214362683478104,406.2551038570243,1034.8077259920951,present,1
1.2365170279371769,108.52977399092678,-2.6680466553146003,-464.6583717789513,1880.081269493088,present,0
-8.498128253150123,205.8945459580296,-1.4952497701392584,-613.0315368725896,493.5411591105981,present,0
-10.227272246943818,-18700.0,0.019206732254843262,169.30582303539734,1981.5629914875246,absent,1
-15.338935149367545,1737.7979131301004,1.1291260705947983,-147.05590124520685,786.0446784958293,present,1
-9.915793260325588,440.0743545135872,-0.4619460505751603,-263.370262919402,127.2329351298791,absent,0
-8.720806723949586,536.0370616222551,-0.9176583970683632,-141.3784377495059,657.3212920847612,absent,0
-4.174638283403333,851.9362735587148,-1.1380939618301176,91.56327915900015,1687.9555262865865,absent,0
-16.102185378736856,1799.676659649857,1.6913086891939506,-266.7269651293919,482.39472020056604,absent,1
-9.04076856079781,1123.96050593142,0.5981986991301889,218.8281443692342,-62974.63942445157,present,1
-8.154607406649646,1425.3736699291535,1.1101736069701524,-140.93924080883357,916.1664099410353,absent,1
-4.554101614702272,371.73498265788214,1.4530089696871311,144.84890118370907,-667.9010823096687,absent,1
-0.3608232608481365,705.0060930588847,0.2049142034753827,435.4270069158677,976.215374324414,absent,1
-2.1249887894713835,,0.16794777986853338,-682.6150769510307,-59498.23172752704,absent,1
-2.02734209849192,651.2643560049669,-1.8218203048149688,334.90135295051317,1961.338085359889,present,0
-13.707709468967073,2035.7637466470371,1.2240443212200498,-311.3357005138198,1347.4859661681246,absent,1
-2.360348621418264,,1.2957144297870853,34.94265741526091,-266.4587054721174,absent,1
-7.183053258594732,883.7245911094933,0.6703307056211634,-366.4283559151257,-48870.488456693936,absent,1
-2.3841072270023367,62.610222633423916,1.1478177982205635,-120.13838413237896,-793.34578728246,present,1
-15.539191612052894,110.74339541533165,-0.5181449115449976,-47.46639872352974,-851.9984395291278,present,0
-9.717001305865212,,1.0886401402441197,-326.401911902024,-53411.68602999508,absent,1
-13.405264687453684,1765.9924117828616,0.9356657183356876,198.3606224273801,1113.9853918432973,absent,1
-5.856676039445026,916.1868414718997,-0.5502135358106199,-617.2736150828323,1293.4631140158272,present,0
-4.592616924966012,886.3942621424533,-1.1550963828728271,411.05657841789287,1717.3391663008715,present,0
-5.335702961981438,681.2077132387464,2.0807207018572837,82.94091661898756,-615.5059386189153,absent,1
-8.688466536804407,,1.5230532240563728,40.24115240629162,-61877.05876575093,absent,1
0.054141407963062,431.70888824368853,0.5934492332571581,-135.20414769606168,340.96584440948874,absent,1
-0.13976828234978478,60.97951707756295,0.963090365872636,360.15309484938865,-491.6593285996735,absent,1
-2.3599037237267417,927.6960987064101,-1.1893074137928592,104.8436295097023,1996.6144490634729,present,0
-7.671761577512032,805.0549504916198,-0.9296030795512328,773.1759595150876,1186.2106832413208,present,0
-11.745864153481113,1563.3402925536254,0.1820705819880428,317.21128624772206,1384.00128502543,present,0
-17.959097258972175,352.00431886434507,-0.3848137849597333,-7.473944598301853,-753.8698324258856,absent,0
-6.515062375623533,592.6794201697202,1.425502421337934,-100.54799932946304,-466.34038106171687,present,1
-13.28173269832324,884.7696630772268,2.7788589716269807,31.365832576892323,-1392.9965775865548,present,1
-6.959213271734293,,1.6406195281506692,248.29160758115702,-414.47802542192846,absent,1
-12.554094220620104,2047.1933442896654,1.0171377376738018,514.8801579316004,1589.3376857314706,present,1
-11.696680027305794,,-0.3887711129714864,-661.6258347239576,-59658.31923777144,absent,1
-9.521938170790326,966.5274418112157,-0.7365555618839289,342.85313736530145,1169.7685497611533,present,0
-5.224768272709962,1025.868063112963,1.149097091381391,237.00830036010618,505.0737080183116,absent,1
-1.4431349175677757,1694.2135426453076,0.8239334941764715,-219.2976001944693,2097.552696679468,absent,0
-13.380898779083926,1620.608377786291,0.6738149230051069,11.87210683706346,1040.0014479070828,absent,0
-7.52744442486518,809.3384861791427,1.906624027269417,-701.9638155967848,-494.75687090362845,absent,1
-4.617926157180354,1392.435318424724,0.3313321239977729,-155.04445393762637,1635.2836372381962,present,1
-7.218615201130228,-15400.0,1.3509420338709703,-359.103454097528,-46302.17276693589,absent,1
-13.62786564360291,861.2693654255006,0.2265511144566008,26.639329723617767,-51599.69063876875,absent,0
-0.5940508305201786,,0.24907704698380084,-38.53012420109856,640.3606148818599,absent,1
-11.307528480748903,,0.4872874364897606,248.2772375622589,1510.4648245618148,absent,1
-17.326612343269517,848.9523584077813,0.15626877082531587,-166.4082542184101,-227.04944923750725,absent,0
-10.61461574217018,404.2409510206156,-1.5780820315150743,-161.62321033976914,678.6294458327459,present,0
-3.548834477467212,1107.3399846686798,-0.9470739253565541,-208.67785410879208,2036.8440219236304,absent,1
-9.68153511651656,283.7926718813802,-1.058393537536478,257.0148999718552,254.4673283942009,absent,0
-3.941173714337464,1265.6868828516444,0.4537244364917309,92.72017512769555,1417.089162591799,absent,1
-3.3632586130986613,1039.8516907139328,0.20786276088938185,78.10936797131777,1252.2905987514605,present,1
-7.9888320651047025,1727.2331942844119,-0.3522808919291034,238.4913130716596,2291.088895569194,absent,1
-14.747752342259627,1918.3023306067919,0.7135291008760842,231.9941104531853,1375.5370980967034,absent,1
-9.191604202157778,,-0.16492827975093227,-966.2371083130348,646.2380048525628,absent,0
-5.485253090434389,471.8721425899608,-1.0250822926901664,76.81324049949073,897.9038101679356,absent,0
-8.80880871800186,923.4830937465492,1.8500669161664345,-308.1174129636404,-388.3782589000084,present,1
-7.983729747414112,1671.9084845902987,0.7882946583563388,-248.21016364419057,1519.0793020329688,absent,1
-9.006750622223441,,0.13910250005654146,-108.50414715996445,1409.1226028739457,present,0
